"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Africa","Production","2019","tonnes","1092651.00","A"
"Africa","Production","2018","tonnes","1062215.00","A"
"Africa","Production","2017","tonnes","1190381.00","A"
"Africa","Production","2016","tonnes","1139255.00","A"
"Africa","Production","2015","tonnes","1220562.00","A"
"Africa","Production","2014","tonnes","1238673.00","A"
"Africa","Production","2013","tonnes","1233291.00","A"
"Africa","Production","2012","tonnes","1184515.00","A"
"Africa","Production","2011","tonnes","1092767.00","A"
"Africa","Production","2010","tonnes","1012998.00","A"
"Africa","Production","2009","tonnes","1134928.00","A"
"Africa","Production","2008","tonnes","1155481.00","A"
"Africa","Production","2007","tonnes","1111514.00","A"
"Africa","Production","2006","tonnes","1133390.00","A"
"Africa","Production","2005","tonnes","1014906.00","A"
"Africa","Production","2004","tonnes","1101342.00","A"
"Africa","Production","2003","tonnes","1019312.00","A"
"Africa","Production","2002","tonnes","842935.00","A"
"Africa","Production","2001","tonnes","762310.00","A"
"Africa","Production","2000","tonnes","819992.00","A"
"Africa","Production","1999","tonnes","946125.00","A"
"Africa","Production","1998","tonnes","882404.00","A"
"Africa","Production","1997","tonnes","933601.00","A"
"Africa","Production","1996","tonnes","945989.00","A"
"Africa","Production","1995","tonnes","866332.00","A"
"Africa","Production","1994","tonnes","836786.00","A"
"Africa","Production","1993","tonnes","770208.00","A"
"Africa","Production","1992","tonnes","897968.00","A"
"Africa","Production","1991","tonnes","938394.00","A"
"Africa","Production","1990","tonnes","886010.00","A"
"Africa","Production","1989","tonnes","955065.00","A"
"Africa","Production","1988","tonnes","914237.00","A"
"Africa","Production","1987","tonnes","942984.00","A"
"Africa","Production","1986","tonnes","832087.00","A"
"Africa","Production","1985","tonnes","928887.00","A"
"Africa","Production","1984","tonnes","1035471.00","A"
"Africa","Production","1983","tonnes","1085677.00","A"
"Africa","Production","1982","tonnes","1016773.00","A"
"Africa","Production","1981","tonnes","1084371.00","A"
"Africa","Production","1980","tonnes","1153595.00","A"
"Africa","Production","1979","tonnes","1084089.00","A"
"Africa","Production","1978","tonnes","906443.00","A"
"Africa","Production","1977","tonnes","903128.00","A"
"Africa","Production","1976","tonnes","1121539.00","A"
"Africa","Production","1975","tonnes","1227090.00","A"
"Africa","Production","1974","tonnes","1375559.00","A"
"Africa","Production","1973","tonnes","1367441.00","A"
"Africa","Production","1972","tonnes","1335043.00","A"
"Africa","Production","1971","tonnes","1701812.00","A"
"Africa","Production","1970","tonnes","1481259.00","A"
"Africa","Production","1969","tonnes","1523779.00","A"
"Africa","Production","1968","tonnes","1766897.00","A"
"Africa","Production","1967","tonnes","1315634.00","A"
"Africa","Production","1966","tonnes","1439161.00","A"
"Africa","Production","1965","tonnes","2389869.00","A"
"Africa","Production","1964","tonnes","1856545.00","A"
"Africa","Production","1963","tonnes","2070770.00","A"
"Africa","Production","1962","tonnes","2232189.00","A"
"Africa","Production","1961","tonnes","2041926.00","A"
"Albania","Production","2019","tonnes","15925.00","Im"
"Albania","Production","2018","tonnes","15290.00","Im"
"Albania","Production","2017","tonnes","16868.00","Im"
"Albania","Production","2016","tonnes","17800.00",""
"Albania","Production","2015","tonnes","16400.00",""
"Albania","Production","2014","tonnes","17500.00",""
"Albania","Production","2013","tonnes","18000.00",""
"Albania","Production","2012","tonnes","19000.00",""
"Albania","Production","2011","tonnes","18000.00",""
"Albania","Production","2010","tonnes","18100.00",""
"Albania","Production","2009","tonnes","17500.00","F"
"Albania","Production","2008","tonnes","16120.00","Im"
"Albania","Production","2007","tonnes","17830.00","Im"
"Albania","Production","2006","tonnes","17000.00","F"
"Albania","Production","2005","tonnes","17144.00",""
"Albania","Production","2004","tonnes","14024.00",""
"Albania","Production","2003","tonnes","9164.00",""
"Albania","Production","2002","tonnes","6625.00",""
"Albania","Production","2001","tonnes","14228.00",""
"Albania","Production","2000","tonnes","7413.00",""
"Albania","Production","1999","tonnes","12708.00",""
"Albania","Production","1998","tonnes","10503.00",""
"Albania","Production","1997","tonnes","16777.00",""
"Albania","Production","1996","tonnes","29285.00",""
"Albania","Production","1995","tonnes","16922.00",""
"Albania","Production","1994","tonnes","9640.00",""
"Albania","Production","1993","tonnes","8906.00",""
"Albania","Production","1992","tonnes","11800.00",""
"Albania","Production","1991","tonnes","11200.00",""
"Albania","Production","1990","tonnes","35000.00",""
"Albania","Production","1989","tonnes","25600.00",""
"Albania","Production","1988","tonnes","25300.00",""
"Albania","Production","1987","tonnes","22000.00","F"
"Albania","Production","1986","tonnes","19000.00","F"
"Albania","Production","1985","tonnes","22700.00","F"
"Albania","Production","1984","tonnes","23000.00","F"
"Albania","Production","1983","tonnes","23500.00","F"
"Albania","Production","1982","tonnes","21000.00","F"
"Albania","Production","1981","tonnes","22900.00",""
"Albania","Production","1980","tonnes","21000.00","F"
"Albania","Production","1979","tonnes","17000.00","F"
"Albania","Production","1978","tonnes","18000.00","F"
"Albania","Production","1977","tonnes","15000.00","F"
"Albania","Production","1976","tonnes","13500.00","F"
"Albania","Production","1975","tonnes","13000.00","F"
"Albania","Production","1974","tonnes","15000.00","F"
"Albania","Production","1973","tonnes","12000.00","F"
"Albania","Production","1972","tonnes","13000.00","F"
"Albania","Production","1971","tonnes","9000.00","F"
"Albania","Production","1970","tonnes","11300.00","F"
"Albania","Production","1969","tonnes","10120.00",""
"Albania","Production","1968","tonnes","7190.00",""
"Albania","Production","1967","tonnes","6174.00",""
"Albania","Production","1966","tonnes","4767.00",""
"Albania","Production","1965","tonnes","4016.00",""
"Albania","Production","1964","tonnes","3069.00",""
"Albania","Production","1963","tonnes","2291.00",""
"Albania","Production","1962","tonnes","4570.00",""
"Albania","Production","1961","tonnes","3560.00",""
"Algeria","Production","2019","tonnes","20830.00","Im"
"Algeria","Production","2018","tonnes","19251.00","Im"
"Algeria","Production","2017","tonnes","22733.00","Im"
"Algeria","Production","2016","tonnes","6594.00","Im"
"Algeria","Production","2015","tonnes","9563.00","Im"
"Algeria","Production","2014","tonnes","12597.00","Im"
"Algeria","Production","2013","tonnes","49800.00","F"
"Algeria","Production","2012","tonnes","49200.00","F"
"Algeria","Production","2011","tonnes","48000.00","F"
"Algeria","Production","2010","tonnes","9094.00","Im"
"Algeria","Production","2009","tonnes","58840.00","Im"
"Algeria","Production","2008","tonnes","50000.00","F"
"Algeria","Production","2007","tonnes","52000.00","F"
"Algeria","Production","2006","tonnes","105000.00","F"
"Algeria","Production","2005","tonnes","90000.00","F"
"Algeria","Production","2004","tonnes","85000.00","F"
"Algeria","Production","2003","tonnes","60000.00","F"
"Algeria","Production","2002","tonnes","50000.00","F"
"Algeria","Production","2001","tonnes","42000.00","F"
"Algeria","Production","2000","tonnes","42362.00",""
"Algeria","Production","1999","tonnes","42156.00",""
"Algeria","Production","1998","tonnes","36000.00",""
"Algeria","Production","1997","tonnes","35700.00",""
"Algeria","Production","1996","tonnes","39200.00",""
"Algeria","Production","1995","tonnes","57100.00",""
"Algeria","Production","1994","tonnes","50000.00",""
"Algeria","Production","1993","tonnes","65000.00",""
"Algeria","Production","1992","tonnes","40957.00",""
"Algeria","Production","1991","tonnes","46000.00",""
"Algeria","Production","1990","tonnes","48500.00",""
"Algeria","Production","1989","tonnes","50373.00",""
"Algeria","Production","1988","tonnes","62100.00",""
"Algeria","Production","1987","tonnes","91780.00",""
"Algeria","Production","1986","tonnes","90630.00",""
"Algeria","Production","1985","tonnes","93810.00",""
"Algeria","Production","1984","tonnes","139380.00",""
"Algeria","Production","1983","tonnes","187567.00",""
"Algeria","Production","1982","tonnes","151400.00",""
"Algeria","Production","1981","tonnes","266888.00",""
"Algeria","Production","1980","tonnes","283751.00",""
"Algeria","Production","1979","tonnes","270976.00",""
"Algeria","Production","1978","tonnes","184000.00",""
"Algeria","Production","1977","tonnes","254876.00",""
"Algeria","Production","1976","tonnes","378273.00",""
"Algeria","Production","1975","tonnes","431900.00",""
"Algeria","Production","1974","tonnes","628172.00",""
"Algeria","Production","1973","tonnes","590984.00",""
"Algeria","Production","1972","tonnes","575338.00",""
"Algeria","Production","1971","tonnes","924700.00",""
"Algeria","Production","1970","tonnes","869200.00",""
"Algeria","Production","1969","tonnes","871050.00",""
"Algeria","Production","1968","tonnes","995000.00",""
"Algeria","Production","1967","tonnes","644607.00",""
"Algeria","Production","1966","tonnes","682229.00",""
"Algeria","Production","1965","tonnes","1402600.00",""
"Algeria","Production","1964","tonnes","1047703.00",""
"Algeria","Production","1963","tonnes","1257523.00",""
"Algeria","Production","1962","tonnes","1500000.00","F"
"Algeria","Production","1961","tonnes","1363194.00",""
"Americas","Production","2019","tonnes","5728498.00","A"
"Americas","Production","2018","tonnes","5804619.00","A"
"Americas","Production","2017","tonnes","4946994.00","A"
"Americas","Production","2016","tonnes","5092793.00","A"
"Americas","Production","2015","tonnes","6426680.00","A"
"Americas","Production","2014","tonnes","6340224.00","A"
"Americas","Production","2013","tonnes","6552080.00","A"
"Americas","Production","2012","tonnes","6004005.00","A"
"Americas","Production","2011","tonnes","5842716.00","A"
"Americas","Production","2010","tonnes","5691998.00","A"
"Americas","Production","2009","tonnes","5438616.00","A"
"Americas","Production","2008","tonnes","5505993.00","A"
"Americas","Production","2007","tonnes","5422033.00","A"
"Americas","Production","2006","tonnes","5220708.00","A"
"Americas","Production","2005","tonnes","5755926.00","A"
"Americas","Production","2004","tonnes","5339900.00","A"
"Americas","Production","2003","tonnes","4958631.00","A"
"Americas","Production","2002","tonnes","4708605.00","A"
"Americas","Production","2001","tonnes","5172961.00","A"
"Americas","Production","2000","tonnes","5001803.00","A"
"Americas","Production","1999","tonnes","4798071.00","A"
"Americas","Production","1998","tonnes","4384546.00","A"
"Americas","Production","1997","tonnes","5009566.00","A"
"Americas","Production","1996","tonnes","4053439.00","A"
"Americas","Production","1995","tonnes","4429359.00","A"
"Americas","Production","1994","tonnes","4555103.00","A"
"Americas","Production","1993","tonnes","4355885.00","A"
"Americas","Production","1992","tonnes","3945645.00","A"
"Americas","Production","1991","tonnes","4083342.00","A"
"Americas","Production","1990","tonnes","4257063.00","A"
"Americas","Production","1989","tonnes","4836879.00","A"
"Americas","Production","1988","tonnes","5217626.00","A"
"Americas","Production","1987","tonnes","5442306.00","A"
"Americas","Production","1986","tonnes","4738469.00","A"
"Americas","Production","1985","tonnes","4456486.00","A"
"Americas","Production","1984","tonnes","4527439.00","A"
"Americas","Production","1983","tonnes","5002626.00","A"
"Americas","Production","1982","tonnes","5786724.00","A"
"Americas","Production","1981","tonnes","5086446.00","A"
"Americas","Production","1980","tonnes","5227820.00","A"
"Americas","Production","1979","tonnes","5391984.00","A"
"Americas","Production","1978","tonnes","4771094.00","A"
"Americas","Production","1977","tonnes","4974133.00","A"
"Americas","Production","1976","tonnes","5247470.00","A"
"Americas","Production","1975","tonnes","4579643.00","A"
"Americas","Production","1974","tonnes","5083095.00","A"
"Americas","Production","1973","tonnes","4878196.00","A"
"Americas","Production","1972","tonnes","4266658.00","A"
"Americas","Production","1971","tonnes","4497199.00","A"
"Americas","Production","1970","tonnes","3613367.00","A"
"Americas","Production","1969","tonnes","3547607.00","A"
"Americas","Production","1968","tonnes","3660176.00","A"
"Americas","Production","1967","tonnes","4458317.00","A"
"Americas","Production","1966","tonnes","3697673.00","A"
"Americas","Production","1965","tonnes","3383218.00","A"
"Americas","Production","1964","tonnes","3422188.00","A"
"Americas","Production","1963","tonnes","3546368.00","A"
"Americas","Production","1962","tonnes","3444403.00","A"
"Americas","Production","1961","tonnes","3098567.00","A"
"Argentina","Production","2019","tonnes","1301947.00",""
"Argentina","Production","2018","tonnes","1452151.00",""
"Argentina","Production","2017","tonnes","1182111.00",""
"Argentina","Production","2016","tonnes","944650.00",""
"Argentina","Production","2015","tonnes","1336196.00",""
"Argentina","Production","2014","tonnes","1519745.00",""
"Argentina","Production","2013","tonnes","1498380.00",""
"Argentina","Production","2012","tonnes","1166025.00",""
"Argentina","Production","2011","tonnes","1531791.00",""
"Argentina","Production","2010","tonnes","1608826.00",""
"Argentina","Production","2009","tonnes","1213547.00",""
"Argentina","Production","2008","tonnes","1467642.00",""
"Argentina","Production","2007","tonnes","1504600.00",""
"Argentina","Production","2006","tonnes","1539600.00",""
"Argentina","Production","2005","tonnes","1522200.00",""
"Argentina","Production","2004","tonnes","1546400.00",""
"Argentina","Production","2003","tonnes","1322500.00",""
"Argentina","Production","2002","tonnes","1269500.00",""
"Argentina","Production","2001","tonnes","1583500.00",""
"Argentina","Production","2000","tonnes","1253700.00",""
"Argentina","Production","1999","tonnes","1588770.00",""
"Argentina","Production","1998","tonnes","1267338.00",""
"Argentina","Production","1997","tonnes","1350030.00",""
"Argentina","Production","1996","tonnes","1268100.00",""
"Argentina","Production","1995","tonnes","1644300.00",""
"Argentina","Production","1994","tonnes","1817290.00",""
"Argentina","Production","1993","tonnes","1447084.00",""
"Argentina","Production","1992","tonnes","1435007.00",""
"Argentina","Production","1991","tonnes","1450027.00",""
"Argentina","Production","1990","tonnes","1403630.00",""
"Argentina","Production","1989","tonnes","2031751.00",""
"Argentina","Production","1988","tonnes","2062947.00",""
"Argentina","Production","1987","tonnes","2601780.00",""
"Argentina","Production","1986","tonnes","1857060.00",""
"Argentina","Production","1985","tonnes","1574083.00",""
"Argentina","Production","1984","tonnes","1880833.00",""
"Argentina","Production","1983","tonnes","2471916.00",""
"Argentina","Production","1982","tonnes","2518070.00",""
"Argentina","Production","1981","tonnes","2179881.00",""
"Argentina","Production","1980","tonnes","2348998.00",""
"Argentina","Production","1979","tonnes","2634705.00",""
"Argentina","Production","1978","tonnes","2026665.00",""
"Argentina","Production","1977","tonnes","2331870.00",""
"Argentina","Production","1976","tonnes","2819747.00",""
"Argentina","Production","1975","tonnes","2210306.00",""
"Argentina","Production","1974","tonnes","2718321.00",""
"Argentina","Production","1973","tonnes","2256700.00",""
"Argentina","Production","1972","tonnes","1998649.00",""
"Argentina","Production","1971","tonnes","2178317.00",""
"Argentina","Production","1970","tonnes","1835975.00",""
"Argentina","Production","1969","tonnes","1791600.00",""
"Argentina","Production","1968","tonnes","1951300.00",""
"Argentina","Production","1967","tonnes","2817100.00",""
"Argentina","Production","1966","tonnes","2191700.00",""
"Argentina","Production","1965","tonnes","1827100.00",""
"Argentina","Production","1964","tonnes","1953300.00",""
"Argentina","Production","1963","tonnes","2074400.00",""
"Argentina","Production","1962","tonnes","1917200.00",""
"Argentina","Production","1961","tonnes","1675000.00",""
"Armenia","Production","2019","tonnes","12750.00",""
"Armenia","Production","2018","tonnes","9672.00",""
"Armenia","Production","2017","tonnes","8853.00",""
"Armenia","Production","2016","tonnes","6810.00",""
"Armenia","Production","2015","tonnes","5932.00",""
"Armenia","Production","2014","tonnes","6174.00",""
"Armenia","Production","2013","tonnes","6422.00",""
"Armenia","Production","2012","tonnes","5808.00",""
"Armenia","Production","2011","tonnes","6192.00",""
"Armenia","Production","2010","tonnes","5865.00",""
"Armenia","Production","2009","tonnes","4713.00",""
"Armenia","Production","2008","tonnes","3807.00",""
"Armenia","Production","2007","tonnes","4250.00",""
"Armenia","Production","2006","tonnes","4374.00",""
"Armenia","Production","2005","tonnes","7305.00",""
"Armenia","Production","2004","tonnes","6793.00",""
"Armenia","Production","2003","tonnes","2716.00",""
"Armenia","Production","2002","tonnes","4630.00",""
"Armenia","Production","2001","tonnes","6970.00",""
"Armenia","Production","2000","tonnes","4220.00",""
"Armenia","Production","1999","tonnes","5640.00",""
"Armenia","Production","1998","tonnes","2380.00",""
"Armenia","Production","1997","tonnes","4890.00",""
"Armenia","Production","1996","tonnes","7800.00",""
"Armenia","Production","1995","tonnes","10400.00",""
"Armenia","Production","1994","tonnes","23580.00",""
"Armenia","Production","1993","tonnes","27350.00",""
"Armenia","Production","1992","tonnes","25760.00",""
"Asia","Production","2019","tonnes","2478228.00","A"
"Asia","Production","2018","tonnes","2381517.00","A"
"Asia","Production","2017","tonnes","2238400.00","A"
"Asia","Production","2016","tonnes","2196840.00","A"
"Asia","Production","2015","tonnes","2268161.00","A"
"Asia","Production","2014","tonnes","2093109.00","A"
"Asia","Production","2013","tonnes","2059180.00","A"
"Asia","Production","2012","tonnes","1989543.00","A"
"Asia","Production","2011","tonnes","1963476.00","A"
"Asia","Production","2010","tonnes","1939251.00","A"
"Asia","Production","2009","tonnes","1873495.00","A"
"Asia","Production","2008","tonnes","1807997.00","A"
"Asia","Production","2007","tonnes","1772114.00","A"
"Asia","Production","2006","tonnes","1746449.00","A"
"Asia","Production","2005","tonnes","1714528.00","A"
"Asia","Production","2004","tonnes","1630436.00","A"
"Asia","Production","2003","tonnes","1560498.00","A"
"Asia","Production","2002","tonnes","1476542.00","A"
"Asia","Production","2001","tonnes","1466511.00","A"
"Asia","Production","2000","tonnes","1448112.00","A"
"Asia","Production","1999","tonnes","1440857.00","A"
"Asia","Production","1998","tonnes","1525783.00","A"
"Asia","Production","1997","tonnes","1354538.00","A"
"Asia","Production","1996","tonnes","1120429.00","A"
"Asia","Production","1995","tonnes","1150893.00","A"
"Asia","Production","1994","tonnes","1107228.00","A"
"Asia","Production","1993","tonnes","1041780.00","A"
"Asia","Production","1992","tonnes","1062172.00","A"
"Asia","Production","1991","tonnes","450201.00","A"
"Asia","Production","1990","tonnes","420792.00","A"
"Asia","Production","1989","tonnes","470237.00","A"
"Asia","Production","1988","tonnes","503974.00","A"
"Asia","Production","1987","tonnes","455667.00","A"
"Asia","Production","1986","tonnes","409099.00","A"
"Asia","Production","1985","tonnes","366082.00","A"
"Asia","Production","1984","tonnes","291651.00","A"
"Asia","Production","1983","tonnes","269003.00","A"
"Asia","Production","1982","tonnes","264015.00","A"
"Asia","Production","1981","tonnes","233495.00","A"
"Asia","Production","1980","tonnes","224181.00","A"
"Asia","Production","1979","tonnes","177034.00","A"
"Asia","Production","1978","tonnes","170172.00","A"
"Asia","Production","1977","tonnes","126739.00","A"
"Asia","Production","1976","tonnes","113576.00","A"
"Asia","Production","1975","tonnes","117302.00","A"
"Asia","Production","1974","tonnes","128916.00","A"
"Asia","Production","1973","tonnes","110240.00","A"
"Asia","Production","1972","tonnes","127701.00","A"
"Asia","Production","1971","tonnes","125058.00","A"
"Asia","Production","1970","tonnes","115222.00","A"
"Asia","Production","1969","tonnes","127423.00","A"
"Asia","Production","1968","tonnes","123635.00","A"
"Asia","Production","1967","tonnes","117655.00","A"
"Asia","Production","1966","tonnes","106714.00","A"
"Asia","Production","1965","tonnes","105878.00","A"
"Asia","Production","1964","tonnes","85435.00","A"
"Asia","Production","1963","tonnes","79484.00","A"
"Asia","Production","1962","tonnes","94566.00","A"
"Asia","Production","1961","tonnes","88257.00","A"
"Australia","Production","2019","tonnes","1197000.00",""
"Australia","Production","2018","tonnes","1285000.00",""
"Australia","Production","2017","tonnes","1369000.00",""
"Australia","Production","2016","tonnes","1299000.00",""
"Australia","Production","2015","tonnes","1191193.00",""
"Australia","Production","2014","tonnes","1186343.00",""
"Australia","Production","2013","tonnes","1231012.00",""
"Australia","Production","2012","tonnes","1225919.00",""
"Australia","Production","2011","tonnes","1117836.00",""
"Australia","Production","2010","tonnes","1142297.00",""
"Australia","Production","2009","tonnes","1182624.00",""
"Australia","Production","2008","tonnes","1244780.00",""
"Australia","Production","2007","tonnes","961972.00",""
"Australia","Production","2006","tonnes","1429788.00",""
"Australia","Production","2005","tonnes","1433827.00",""
"Australia","Production","2004","tonnes","1471228.00",""
"Australia","Production","2003","tonnes","1085985.00",""
"Australia","Production","2002","tonnes","1150900.00",""
"Australia","Production","2001","tonnes","1016300.00",""
"Australia","Production","2000","tonnes","806300.00",""
"Australia","Production","1999","tonnes","851143.00",""
"Australia","Production","1998","tonnes","741547.00",""
"Australia","Production","1997","tonnes","617379.00",""
"Australia","Production","1996","tonnes","673445.00",""
"Australia","Production","1995","tonnes","502796.00",""
"Australia","Production","1994","tonnes","587377.00",""
"Australia","Production","1993","tonnes","461836.00",""
"Australia","Production","1992","tonnes","458501.00",""
"Australia","Production","1991","tonnes","394289.00",""
"Australia","Production","1990","tonnes","444584.00",""
"Australia","Production","1989","tonnes","499933.00",""
"Australia","Production","1988","tonnes","407772.00",""
"Australia","Production","1987","tonnes","401060.00",""
"Australia","Production","1986","tonnes","389200.00",""
"Australia","Production","1985","tonnes","451211.00",""
"Australia","Production","1984","tonnes","396244.00",""
"Australia","Production","1983","tonnes","340100.00",""
"Australia","Production","1982","tonnes","402700.00",""
"Australia","Production","1981","tonnes","374273.00",""
"Australia","Production","1980","tonnes","414237.00",""
"Australia","Production","1979","tonnes","335092.00",""
"Australia","Production","1978","tonnes","339577.00",""
"Australia","Production","1977","tonnes","383058.00",""
"Australia","Production","1976","tonnes","356245.00",""
"Australia","Production","1975","tonnes","361177.00",""
"Australia","Production","1974","tonnes","294700.00",""
"Australia","Production","1973","tonnes","279943.00",""
"Australia","Production","1972","tonnes","290239.00",""
"Australia","Production","1971","tonnes","254965.00",""
"Australia","Production","1970","tonnes","286900.00",""
"Australia","Production","1969","tonnes","235372.00",""
"Australia","Production","1968","tonnes","201074.00",""
"Australia","Production","1967","tonnes","188723.00",""
"Australia","Production","1966","tonnes","155132.00",""
"Australia","Production","1965","tonnes","176900.00",""
"Australia","Production","1964","tonnes","170639.00",""
"Australia","Production","1963","tonnes","135894.00",""
"Australia","Production","1962","tonnes","189732.00",""
"Australia","Production","1961","tonnes","153481.00",""
"Australia and New Zealand","Production","2019","tonnes","1494400.00","A"
"Australia and New Zealand","Production","2018","tonnes","1586700.00","A"
"Australia and New Zealand","Production","2017","tonnes","1654100.00","A"
"Australia and New Zealand","Production","2016","tonnes","1612900.00","A"
"Australia and New Zealand","Production","2015","tonnes","1425893.00","A"
"Australia and New Zealand","Production","2014","tonnes","1506743.00","A"
"Australia and New Zealand","Production","2013","tonnes","1479412.00","A"
"Australia and New Zealand","Production","2012","tonnes","1419919.00","A"
"Australia and New Zealand","Production","2011","tonnes","1352836.00","A"
"Australia and New Zealand","Production","2010","tonnes","1332297.00","A"
"Australia and New Zealand","Production","2009","tonnes","1387624.00","A"
"Australia and New Zealand","Production","2008","tonnes","1449980.00","A"
"Australia and New Zealand","Production","2007","tonnes","1109572.00","A"
"Australia and New Zealand","Production","2006","tonnes","1562988.00","A"
"Australia and New Zealand","Production","2005","tonnes","1535827.00","A"
"Australia and New Zealand","Production","2004","tonnes","1590428.00","A"
"Australia and New Zealand","Production","2003","tonnes","1140985.00","A"
"Australia and New Zealand","Production","2002","tonnes","1239900.00","A"
"Australia and New Zealand","Production","2001","tonnes","1069600.00","A"
"Australia and New Zealand","Production","2000","tonnes","866500.00","A"
"Australia and New Zealand","Production","1999","tonnes","911343.00","A"
"Australia and New Zealand","Production","1998","tonnes","802147.00","A"
"Australia and New Zealand","Production","1997","tonnes","663179.00","A"
"Australia and New Zealand","Production","1996","tonnes","730745.00","A"
"Australia and New Zealand","Production","1995","tonnes","559196.00","A"
"Australia and New Zealand","Production","1994","tonnes","628477.00","A"
"Australia and New Zealand","Production","1993","tonnes","494336.00","A"
"Australia and New Zealand","Production","1992","tonnes","500101.00","A"
"Australia and New Zealand","Production","1991","tonnes","444214.00","A"
"Australia and New Zealand","Production","1990","tonnes","499029.00","A"
"Australia and New Zealand","Production","1989","tonnes","545580.00","A"
"Australia and New Zealand","Production","1988","tonnes","446964.00","A"
"Australia and New Zealand","Production","1987","tonnes","438798.00","A"
"Australia and New Zealand","Production","1986","tonnes","431592.00","A"
"Australia and New Zealand","Production","1985","tonnes","510837.00","A"
"Australia and New Zealand","Production","1984","tonnes","437928.00","A"
"Australia and New Zealand","Production","1983","tonnes","397843.00","A"
"Australia and New Zealand","Production","1982","tonnes","449701.00","A"
"Australia and New Zealand","Production","1981","tonnes","418626.00","A"
"Australia and New Zealand","Production","1980","tonnes","460884.00","A"
"Australia and New Zealand","Production","1979","tonnes","377433.00","A"
"Australia and New Zealand","Production","1978","tonnes","380087.00","A"
"Australia and New Zealand","Production","1977","tonnes","416270.00","A"
"Australia and New Zealand","Production","1976","tonnes","386197.00","A"
"Australia and New Zealand","Production","1975","tonnes","385949.00","A"
"Australia and New Zealand","Production","1974","tonnes","325661.00","A"
"Australia and New Zealand","Production","1973","tonnes","313556.00","A"
"Australia and New Zealand","Production","1972","tonnes","314755.00","A"
"Australia and New Zealand","Production","1971","tonnes","275465.00","A"
"Australia and New Zealand","Production","1970","tonnes","305400.00","A"
"Australia and New Zealand","Production","1969","tonnes","251772.00","A"
"Australia and New Zealand","Production","1968","tonnes","214774.00","A"
"Australia and New Zealand","Production","1967","tonnes","199063.00","A"
"Australia and New Zealand","Production","1966","tonnes","163902.00","A"
"Australia and New Zealand","Production","1965","tonnes","184720.00","A"
"Australia and New Zealand","Production","1964","tonnes","177417.00","A"
"Australia and New Zealand","Production","1963","tonnes","141897.00","A"
"Australia and New Zealand","Production","1962","tonnes","194933.00","A"
"Australia and New Zealand","Production","1961","tonnes","157800.00","A"
"Austria","Production","2017","tonnes","248571.00",""
"Austria","Production","2016","tonnes","195253.00",""
"Austria","Production","2015","tonnes","226840.00",""
"Austria","Production","2014","tonnes","199869.00",""
"Austria","Production","2013","tonnes","239195.00",""
"Austria","Production","2012","tonnes","215475.00",""
"Austria","Production","2011","tonnes","281476.00",""
"Austria","Production","2010","tonnes","173745.00",""
"Austria","Production","2009","tonnes","235188.00",""
"Austria","Production","2008","tonnes","299372.00",""
"Austria","Production","2007","tonnes","262803.00",""
"Austria","Production","2006","tonnes","225630.00",""
"Austria","Production","2005","tonnes","226402.00",""
"Austria","Production","2004","tonnes","273456.00",""
"Austria","Production","2003","tonnes","252989.00",""
"Austria","Production","2002","tonnes","259908.00",""
"Austria","Production","2001","tonnes","253058.00",""
"Austria","Production","2000","tonnes","233841.00",""
"Austria","Production","1999","tonnes","280338.00",""
"Austria","Production","1998","tonnes","270317.00",""
"Austria","Production","1997","tonnes","180193.00",""
"Austria","Production","1996","tonnes","211033.00",""
"Austria","Production","1995","tonnes","222897.00",""
"Austria","Production","1994","tonnes","264664.00",""
"Austria","Production","1993","tonnes","186548.00",""
"Austria","Production","1992","tonnes","258822.00",""
"Austria","Production","1991","tonnes","309326.00",""
"Austria","Production","1990","tonnes","316629.00",""
"Austria","Production","1989","tonnes","258086.00",""
"Austria","Production","1988","tonnes","350246.00",""
"Austria","Production","1987","tonnes","218362.00",""
"Austria","Production","1986","tonnes","222985.00",""
"Austria","Production","1985","tonnes","112566.00",""
"Austria","Production","1984","tonnes","251892.00",""
"Austria","Production","1983","tonnes","369793.00",""
"Austria","Production","1982","tonnes","490565.00",""
"Austria","Production","1981","tonnes","208517.00",""
"Austria","Production","1980","tonnes","308642.00",""
"Austria","Production","1979","tonnes","277301.00",""
"Austria","Production","1978","tonnes","336628.00",""
"Austria","Production","1977","tonnes","259402.00",""
"Austria","Production","1976","tonnes","290104.00",""
"Austria","Production","1975","tonnes","270447.00",""
"Austria","Production","1974","tonnes","166492.00",""
"Austria","Production","1973","tonnes","240431.00",""
"Austria","Production","1972","tonnes","259562.00",""
"Austria","Production","1971","tonnes","181279.00",""
"Austria","Production","1970","tonnes","309613.00",""
"Austria","Production","1969","tonnes","226528.00",""
"Austria","Production","1968","tonnes","247724.00",""
"Austria","Production","1967","tonnes","259438.00",""
"Austria","Production","1966","tonnes","145359.00",""
"Austria","Production","1965","tonnes","138737.00",""
"Austria","Production","1964","tonnes","284017.00",""
"Austria","Production","1963","tonnes","164400.00",""
"Austria","Production","1962","tonnes","90600.00",""
"Austria","Production","1961","tonnes","119500.00",""
"Azerbaijan","Production","2019","tonnes","8773.00",""
"Azerbaijan","Production","2018","tonnes","15743.00",""
"Azerbaijan","Production","2017","tonnes","11305.00",""
"Azerbaijan","Production","2016","tonnes","10493.00",""
"Azerbaijan","Production","2015","tonnes","10350.00",""
