"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Southern Europe","Production","1971","tonnes","10723830.00","A"
"Southern Europe","Production","1970","tonnes","11595267.00","A"
"Southern Europe","Production","1969","tonnes","11644189.00","A"
"Southern Europe","Production","1968","tonnes","11042876.00","A"
"Southern Europe","Production","1967","tonnes","11692628.00","A"
"Southern Europe","Production","1966","tonnes","11409082.00","A"
"Southern Europe","Production","1965","tonnes","11868262.00","A"
"Southern Europe","Production","1964","tonnes","12420676.00","A"
"Southern Europe","Production","1963","tonnes","10091405.00","A"
"Southern Europe","Production","1962","tonnes","11876327.00","A"
"Southern Europe","Production","1961","tonnes","8805032.00","A"
"Spain","Production","2019","tonnes","3370000.00",""
"Spain","Production","2018","tonnes","4440000.00",""
"Spain","Production","2017","tonnes","3250000.00",""
"Spain","Production","2016","tonnes","3930000.00",""
"Spain","Production","2015","tonnes","3776916.00","Im"
"Spain","Production","2014","tonnes","3950000.00",""
"Spain","Production","2013","tonnes","4607850.00",""
"Spain","Production","2012","tonnes","3112260.00",""
"Spain","Production","2011","tonnes","3370910.00",""
"Spain","Production","2010","tonnes","3610000.00",""
"Spain","Production","2009","tonnes","3250610.00",""
"Spain","Production","2008","tonnes","3736690.00",""
"Spain","Production","2007","tonnes","3520870.00",""
"Spain","Production","2006","tonnes","3890731.00",""
"Spain","Production","2005","tonnes","3643700.00",""
"Spain","Production","2004","tonnes","4280433.00",""
"Spain","Production","2003","tonnes","4246241.00",""
"Spain","Production","2002","tonnes","3454000.00",""
"Spain","Production","2001","tonnes","3095100.00",""
"Spain","Production","2000","tonnes","4117300.00",""
"Spain","Production","1999","tonnes","3338800.00",""
"Spain","Production","1998","tonnes","3022400.00",""
"Spain","Production","1997","tonnes","3321700.00",""
"Spain","Production","1996","tonnes","3040100.00",""
"Spain","Production","1995","tonnes","2104000.00",""
"Spain","Production","1994","tonnes","2078300.00",""
"Spain","Production","1993","tonnes","2650700.00",""
"Spain","Production","1992","tonnes","3383200.00",""
"Spain","Production","1991","tonnes","3139000.00",""
"Spain","Production","1990","tonnes","3969200.00",""
"Spain","Production","1989","tonnes","3113000.00",""
"Spain","Production","1988","tonnes","2212900.00",""
"Spain","Production","1987","tonnes","3997600.00",""
"Spain","Production","1986","tonnes","3508200.00",""
"Spain","Production","1985","tonnes","3238200.00",""
"Spain","Production","1984","tonnes","3395800.00",""
"Spain","Production","1983","tonnes","3091300.00",""
"Spain","Production","1982","tonnes","3743300.00",""
"Spain","Production","1981","tonnes","3366700.00",""
"Spain","Production","1980","tonnes","4240200.00",""
"Spain","Production","1979","tonnes","4820500.00",""
"Spain","Production","1978","tonnes","2946100.00",""
"Spain","Production","1977","tonnes","2182000.00",""
"Spain","Production","1976","tonnes","2432700.00",""
"Spain","Production","1975","tonnes","3246500.00",""
"Spain","Production","1974","tonnes","3619000.00",""
"Spain","Production","1973","tonnes","3999900.00",""
"Spain","Production","1972","tonnes","2656000.00",""
"Spain","Production","1971","tonnes","2432500.00",""
"Spain","Production","1970","tonnes","2560500.00",""
"Spain","Production","1969","tonnes","2461900.00",""
"Spain","Production","1968","tonnes","2313300.00",""
"Spain","Production","1967","tonnes","2331045.00",""
"Spain","Production","1966","tonnes","3074900.00",""
"Spain","Production","1965","tonnes","2645200.00",""
"Spain","Production","1964","tonnes","3417500.00",""
"Spain","Production","1963","tonnes","2555400.00",""
"Spain","Production","1962","tonnes","2422200.00",""
"Spain","Production","1961","tonnes","2018400.00",""
"Switzerland","Production","2019","tonnes","97945.00",""
"Switzerland","Production","2018","tonnes","111153.00",""
"Switzerland","Production","2017","tonnes","79179.00",""
"Switzerland","Production","2016","tonnes","107674.00",""
"Switzerland","Production","2015","tonnes","85045.00",""
"Switzerland","Production","2014","tonnes","93365.00",""
"Switzerland","Production","2013","tonnes","83863.00",""
"Switzerland","Production","2012","tonnes","100387.00",""
"Switzerland","Production","2011","tonnes","112006.00",""
"Switzerland","Production","2010","tonnes","103094.00",""
"Switzerland","Production","2009","tonnes","111354.00",""
"Switzerland","Production","2008","tonnes","107447.00",""
"Switzerland","Production","2007","tonnes","104094.00",""
"Switzerland","Production","2006","tonnes","101112.00",""
"Switzerland","Production","2005","tonnes","100096.00",""
"Switzerland","Production","2004","tonnes","115866.00",""
"Switzerland","Production","2003","tonnes","107660.00",""
"Switzerland","Production","2002","tonnes","111240.00",""
"Switzerland","Production","2001","tonnes","117389.00",""
"Switzerland","Production","2000","tonnes","127572.00",""
"Switzerland","Production","1999","tonnes","130966.00",""
"Switzerland","Production","1998","tonnes","117224.00",""
"Switzerland","Production","1997","tonnes","104300.00",""
"Switzerland","Production","1996","tonnes","122477.00",""
"Switzerland","Production","1995","tonnes","118140.00",""
"Switzerland","Production","1994","tonnes","118869.00",""
"Switzerland","Production","1993","tonnes","115603.00",""
"Switzerland","Production","1992","tonnes","123888.00",""
"Switzerland","Production","1991","tonnes","124578.00",""
"Switzerland","Production","1990","tonnes","123465.00",""
"Switzerland","Production","1989","tonnes","159805.00",""
"Switzerland","Production","1988","tonnes","104588.00",""
"Switzerland","Production","1987","tonnes","110023.00",""
"Switzerland","Production","1986","tonnes","118004.00",""
"Switzerland","Production","1985","tonnes","109395.00",""
"Switzerland","Production","1984","tonnes","102959.00",""
"Switzerland","Production","1983","tonnes","151333.00",""
"Switzerland","Production","1982","tonnes","172440.00",""
"Switzerland","Production","1981","tonnes","80098.00",""
"Switzerland","Production","1980","tonnes","78988.00",""
"Switzerland","Production","1979","tonnes","103800.00",""
"Switzerland","Production","1978","tonnes","72900.00",""
"Switzerland","Production","1977","tonnes","115400.00",""
"Switzerland","Production","1976","tonnes","106900.00",""
"Switzerland","Production","1975","tonnes","76720.00",""
"Switzerland","Production","1974","tonnes","70150.00",""
"Switzerland","Production","1973","tonnes","120400.00",""
"Switzerland","Production","1972","tonnes","92830.00",""
"Switzerland","Production","1971","tonnes","80920.00",""
"Switzerland","Production","1970","tonnes","115850.00",""
"Switzerland","Production","1969","tonnes","72850.00",""
"Switzerland","Production","1968","tonnes","90483.00",""
"Switzerland","Production","1967","tonnes","85019.00",""
"Switzerland","Production","1966","tonnes","72723.00",""
"Switzerland","Production","1965","tonnes","79673.00",""
"Switzerland","Production","1964","tonnes","84353.00",""
"Switzerland","Production","1963","tonnes","81128.00",""
"Switzerland","Production","1962","tonnes","71817.00",""
"Switzerland","Production","1961","tonnes","73658.00",""
"Syrian Arab Republic","Production","2019","tonnes","62.00","Im"
"Syrian Arab Republic","Production","2018","tonnes","49.00","Im"
"Syrian Arab Republic","Production","2017","tonnes","57.00","Im"
"Syrian Arab Republic","Production","2016","tonnes","52.00","Im"
"Syrian Arab Republic","Production","2015","tonnes","51.00","Im"
"Syrian Arab Republic","Production","2014","tonnes","46.00","Im"
"Syrian Arab Republic","Production","2013","tonnes","70.00","F"
"Syrian Arab Republic","Production","2012","tonnes","85.00","F"
"Syrian Arab Republic","Production","2011","tonnes","129.00",""
"Syrian Arab Republic","Production","2010","tonnes","72.00",""
"Syrian Arab Republic","Production","2009","tonnes","185.00",""
"Syrian Arab Republic","Production","2008","tonnes","179.00",""
"Syrian Arab Republic","Production","2007","tonnes","210.00",""
"Syrian Arab Republic","Production","2006","tonnes","213.00",""
"Syrian Arab Republic","Production","2005","tonnes","225.00",""
"Syrian Arab Republic","Production","2004","tonnes","257.00",""
"Syrian Arab Republic","Production","2003","tonnes","315.00",""
"Syrian Arab Republic","Production","2002","tonnes","296.00",""
"Syrian Arab Republic","Production","2001","tonnes","303.00",""
"Syrian Arab Republic","Production","2000","tonnes","326.00",""
"Syrian Arab Republic","Production","1999","tonnes","201.00",""
"Syrian Arab Republic","Production","1998","tonnes","218.00",""
"Syrian Arab Republic","Production","1997","tonnes","265.00",""
"Syrian Arab Republic","Production","1996","tonnes","276.00",""
"Syrian Arab Republic","Production","1995","tonnes","249.00",""
"Syrian Arab Republic","Production","1994","tonnes","256.00",""
"Syrian Arab Republic","Production","1993","tonnes","300.00",""
"Syrian Arab Republic","Production","1992","tonnes","245.00",""
"Syrian Arab Republic","Production","1991","tonnes","280.00",""
"Syrian Arab Republic","Production","1990","tonnes","349.00",""
"Syrian Arab Republic","Production","1989","tonnes","426.00",""
"Syrian Arab Republic","Production","1988","tonnes","347.00",""
"Syrian Arab Republic","Production","1987","tonnes","322.00",""
"Syrian Arab Republic","Production","1986","tonnes","423.00",""
"Syrian Arab Republic","Production","1985","tonnes","402.00",""
"Syrian Arab Republic","Production","1984","tonnes","341.00",""
"Syrian Arab Republic","Production","1983","tonnes","323.00",""
"Syrian Arab Republic","Production","1982","tonnes","372.00",""
"Syrian Arab Republic","Production","1981","tonnes","235.00",""
"Syrian Arab Republic","Production","1980","tonnes","245.00",""
"Syrian Arab Republic","Production","1979","tonnes","300.00","F"
"Syrian Arab Republic","Production","1978","tonnes","295.00","F"
"Syrian Arab Republic","Production","1977","tonnes","300.00","F"
"Syrian Arab Republic","Production","1976","tonnes","288.00","F"
"Syrian Arab Republic","Production","1975","tonnes","300.00","F"
"Syrian Arab Republic","Production","1974","tonnes","315.00","F"
"Syrian Arab Republic","Production","1973","tonnes","240.00","F"
"Syrian Arab Republic","Production","1972","tonnes","235.00","F"
"Syrian Arab Republic","Production","1971","tonnes","93.00","F"
"Syrian Arab Republic","Production","1970","tonnes","90.00","F"
"Syrian Arab Republic","Production","1969","tonnes","125.00","F"
"Syrian Arab Republic","Production","1968","tonnes","95.00","F"
"Tajikistan","Production","2019","tonnes","231.00","Im"
"Tajikistan","Production","2018","tonnes","224.00","Im"
"Tajikistan","Production","2017","tonnes","213.00","Im"
"Tajikistan","Production","2016","tonnes","198.00","Im"
"Tajikistan","Production","2015","tonnes","90.00",""
"Tajikistan","Production","2014","tonnes","160.00",""
"Tajikistan","Production","2013","tonnes","164.00",""
"Tajikistan","Production","2012","tonnes","151.00",""
"Tajikistan","Production","2011","tonnes","176.00",""
"Tajikistan","Production","2010","tonnes","215.00",""
"Tajikistan","Production","2009","tonnes","280.00",""
"Tajikistan","Production","2008","tonnes","280.00",""
"Tajikistan","Production","2007","tonnes","240.00",""
"Tajikistan","Production","2006","tonnes","410.00",""
"Tajikistan","Production","2005","tonnes","536.00",""
"Tajikistan","Production","2004","tonnes","1535.00",""
"Tajikistan","Production","2003","tonnes","2484.00",""
"Tajikistan","Production","2002","tonnes","6325.00",""
"Tajikistan","Production","2001","tonnes","5570.00",""
"Tajikistan","Production","2000","tonnes","3930.00",""
"Tajikistan","Production","1999","tonnes","5170.00",""
"Tajikistan","Production","1998","tonnes","6510.00",""
"Tajikistan","Production","1997","tonnes","8220.00",""
"Tajikistan","Production","1996","tonnes","13110.00",""
"Tajikistan","Production","1995","tonnes","12390.00",""
"Tajikistan","Production","1994","tonnes","14680.00",""
"Tajikistan","Production","1993","tonnes","15620.00",""
"Tajikistan","Production","1992","tonnes","20740.00",""
"Tunisia","Production","2019","tonnes","37000.00",""
"Tunisia","Production","2018","tonnes","32000.00",""
"Tunisia","Production","2017","tonnes","30500.00",""
"Tunisia","Production","2016","tonnes","30500.00",""
"Tunisia","Production","2015","tonnes","32500.00",""
"Tunisia","Production","2014","tonnes","32000.00",""
"Tunisia","Production","2013","tonnes","32800.00","F"
"Tunisia","Production","2012","tonnes","28403.00",""
"Tunisia","Production","2011","tonnes","23010.00",""
"Tunisia","Production","2010","tonnes","22150.00",""
"Tunisia","Production","2009","tonnes","24500.00",""
"Tunisia","Production","2008","tonnes","29070.00",""
"Tunisia","Production","2007","tonnes","21575.00",""
"Tunisia","Production","2006","tonnes","34693.00",""
"Tunisia","Production","2005","tonnes","28563.00",""
"Tunisia","Production","2004","tonnes","35839.00",""
"Tunisia","Production","2003","tonnes","23474.00",""
"Tunisia","Production","2002","tonnes","26372.00",""
"Tunisia","Production","2001","tonnes","31008.00",""
"Tunisia","Production","2000","tonnes","39703.00",""
"Tunisia","Production","1999","tonnes","45305.00",""
"Tunisia","Production","1998","tonnes","34000.00",""
"Tunisia","Production","1997","tonnes","37221.00",""
"Tunisia","Production","1996","tonnes","22086.00",""
"Tunisia","Production","1995","tonnes","28179.00",""
"Tunisia","Production","1994","tonnes","28414.00",""
"Tunisia","Production","1993","tonnes","33245.00",""
"Tunisia","Production","1992","tonnes","33000.00",""
"Tunisia","Production","1991","tonnes","41400.00",""
"Tunisia","Production","1990","tonnes","25800.00",""
"Tunisia","Production","1989","tonnes","22500.00",""
"Tunisia","Production","1988","tonnes","20383.00",""
"Tunisia","Production","1987","tonnes","39220.00",""
"Tunisia","Production","1986","tonnes","37480.00",""
"Tunisia","Production","1985","tonnes","52940.00",""
"Tunisia","Production","1984","tonnes","65700.00",""
"Tunisia","Production","1983","tonnes","53710.00",""
"Tunisia","Production","1982","tonnes","47910.00",""
"Tunisia","Production","1981","tonnes","56800.00",""
"Tunisia","Production","1980","tonnes","61900.00",""
"Tunisia","Production","1979","tonnes","63800.00",""
"Tunisia","Production","1978","tonnes","49100.00",""
"Tunisia","Production","1977","tonnes","72900.00",""
"Tunisia","Production","1976","tonnes","58300.00",""
"Tunisia","Production","1975","tonnes","95500.00",""
"Tunisia","Production","1974","tonnes","111600.00",""
"Tunisia","Production","1973","tonnes","105800.00",""
"Tunisia","Production","1972","tonnes","101800.00",""
"Tunisia","Production","1971","tonnes","101400.00",""
"Tunisia","Production","1970","tonnes","54900.00",""
"Tunisia","Production","1969","tonnes","81800.00",""
"Tunisia","Production","1968","tonnes","95200.00",""
"Tunisia","Production","1967","tonnes","94500.00",""
"Tunisia","Production","1966","tonnes","122200.00",""
"Tunisia","Production","1965","tonnes","184800.00",""
"Tunisia","Production","1964","tonnes","183600.00",""
"Tunisia","Production","1963","tonnes","198600.00",""
"Tunisia","Production","1962","tonnes","185400.00",""
"Tunisia","Production","1961","tonnes","143740.00",""
"Turkey","Production","2019","tonnes","24623.00","Im"
"Turkey","Production","2018","tonnes","23619.00","Im"
"Turkey","Production","2017","tonnes","24862.00","Im"
"Turkey","Production","2016","tonnes","39402.00",""
"Turkey","Production","2015","tonnes","56017.00",""
"Turkey","Production","2014","tonnes","44707.00",""
"Turkey","Production","2013","tonnes","31380.00",""
"Turkey","Production","2012","tonnes","31230.00",""
"Turkey","Production","2011","tonnes","28490.00",""
"Turkey","Production","2010","tonnes","27950.00",""
"Turkey","Production","2009","tonnes","23250.00",""
"Turkey","Production","2008","tonnes","24531.00",""
"Turkey","Production","2007","tonnes","21302.00",""
"Turkey","Production","2006","tonnes","25215.00",""
"Turkey","Production","2005","tonnes","25982.00",""
"Turkey","Production","2004","tonnes","26724.00",""
"Turkey","Production","2003","tonnes","22548.00",""
"Turkey","Production","2002","tonnes","26162.00",""
"Turkey","Production","2001","tonnes","26829.00",""
"Turkey","Production","2000","tonnes","24766.00",""
"Turkey","Production","1999","tonnes","26400.00",""
"Turkey","Production","1998","tonnes","34463.00",""
"Turkey","Production","1997","tonnes","33613.00",""
"Turkey","Production","1996","tonnes","36320.00",""
"Turkey","Production","1995","tonnes","31834.00",""
"Turkey","Production","1994","tonnes","29960.00",""
"Turkey","Production","1993","tonnes","28797.00",""
"Turkey","Production","1992","tonnes","26969.00",""
"Turkey","Production","1991","tonnes","20005.00",""
"Turkey","Production","1990","tonnes","20865.00",""
"Turkey","Production","1989","tonnes","22992.00",""
"Turkey","Production","1988","tonnes","22524.00",""
"Turkey","Production","1987","tonnes","25300.00",""
"Turkey","Production","1986","tonnes","19215.00",""
"Turkey","Production","1985","tonnes","17212.00",""
"Turkey","Production","1984","tonnes","18456.00",""
"Turkey","Production","1983","tonnes","14281.00",""
"Turkey","Production","1982","tonnes","17597.00",""
"Turkey","Production","1981","tonnes","16247.00",""
"Turkey","Production","1980","tonnes","15120.00",""
"Turkey","Production","1979","tonnes","19305.00",""
"Turkey","Production","1978","tonnes","16448.00",""
"Turkey","Production","1977","tonnes","20122.00",""
"Turkey","Production","1976","tonnes","9871.00",""
"Turkey","Production","1975","tonnes","17636.00",""
"Turkey","Production","1974","tonnes","25404.00",""
"Turkey","Production","1973","tonnes","38277.00",""
"Turkey","Production","1972","tonnes","40141.00",""
"Turkey","Production","1971","tonnes","42094.00",""
"Turkey","Production","1970","tonnes","43030.00",""
"Turkey","Production","1969","tonnes","48388.00",""
"Turkey","Production","1968","tonnes","40408.00",""
"Turkey","Production","1967","tonnes","39645.00",""
"Turkey","Production","1966","tonnes","44389.00",""
"Turkey","Production","1965","tonnes","47281.00",""
"Turkey","Production","1964","tonnes","38540.00",""
"Turkey","Production","1963","tonnes","35149.00",""
"Turkey","Production","1962","tonnes","33885.00",""
"Turkey","Production","1961","tonnes","29140.00",""
"Turkmenistan","Production","2019","tonnes","40040.00","Im"
"Turkmenistan","Production","2018","tonnes","38748.00","Im"
"Turkmenistan","Production","2017","tonnes","38472.00","Im"
"Turkmenistan","Production","2016","tonnes","38248.00","Im"
"Turkmenistan","Production","2015","tonnes","38288.00","Im"
"Turkmenistan","Production","2014","tonnes","37853.00","Im"
"Turkmenistan","Production","2013","tonnes","37701.00","Im"
"Turkmenistan","Production","2012","tonnes","37727.00","Im"
"Turkmenistan","Production","2011","tonnes","37783.00","Im"
"Turkmenistan","Production","2010","tonnes","37737.00","Im"
"Turkmenistan","Production","2009","tonnes","40200.00","Im"
"Turkmenistan","Production","2008","tonnes","39000.00","Im"
"Turkmenistan","Production","2007","tonnes","44400.00","Im"
"Turkmenistan","Production","2006","tonnes","43800.00","Im"
"Turkmenistan","Production","2005","tonnes","43200.00","Im"
"Turkmenistan","Production","2004","tonnes","42000.00","Im"
"Turkmenistan","Production","2003","tonnes","40800.00","Im"
"Turkmenistan","Production","2002","tonnes","40200.00","Im"
"Turkmenistan","Production","2001","tonnes","39600.00","Im"
"Turkmenistan","Production","2000","tonnes","36000.00","Im"
"Turkmenistan","Production","1999","tonnes","35400.00","Im"
"Turkmenistan","Production","1998","tonnes","36000.00","Im"
"Turkmenistan","Production","1997","tonnes","36000.00","Im"
"Turkmenistan","Production","1996","tonnes","15000.00","Im"
"Turkmenistan","Production","1995","tonnes","49200.00","Im"
"Turkmenistan","Production","1994","tonnes","32400.00","Im"
"Turkmenistan","Production","1993","tonnes","12000.00","Im"
"Turkmenistan","Production","1992","tonnes","13200.00","Im"
"Ukraine","Production","2019","tonnes","80650.00",""
"Ukraine","Production","2018","tonnes","80630.00",""
"Ukraine","Production","2017","tonnes","79650.00",""
"Ukraine","Production","2016","tonnes","77250.00",""
"Ukraine","Production","2015","tonnes","91040.00",""
"Ukraine","Production","2014","tonnes","86904.00",""
"Ukraine","Production","2013","tonnes","168250.00",""
"Ukraine","Production","2012","tonnes","179700.00",""
"Ukraine","Production","2011","tonnes","212400.00",""
"Ukraine","Production","2010","tonnes","300200.00",""
"Ukraine","Production","2009","tonnes","273000.00",""
"Ukraine","Production","2008","tonnes","250000.00",""
"Ukraine","Production","2007","tonnes","240000.00",""
"Ukraine","Production","2006","tonnes","216000.00",""
"Ukraine","Production","2005","tonnes","212970.00",""
"Ukraine","Production","2004","tonnes","201212.00",""
"Ukraine","Production","2003","tonnes","238000.00",""
"Ukraine","Production","2002","tonnes","243000.00",""
"Ukraine","Production","2001","tonnes","178000.00",""
"Ukraine","Production","2000","tonnes","129000.00",""
"Ukraine","Production","1999","tonnes","125000.00",""
"Ukraine","Production","1998","tonnes","126000.00",""
"Ukraine","Production","1997","tonnes","155000.00",""
"Ukraine","Production","1996","tonnes","172000.00",""
"Ukraine","Production","1995","tonnes","186000.00",""
"Ukraine","Production","1994","tonnes","116320.00",""
"Ukraine","Production","1993","tonnes","175000.00",""
"Ukraine","Production","1992","tonnes","219000.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2019","tonnes","485.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","2018","tonnes","469.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","2017","tonnes","467.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","2016","tonnes","466.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","2015","tonnes","440.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","2014","tonnes","448.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","2013","tonnes","425.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2012","tonnes","1219.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2011","tonnes","1590.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2010","tonnes","1290.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2009","tonnes","1268.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2008","tonnes","1348.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2007","tonnes","1370.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2006","tonnes","1267.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2005","tonnes","1314.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2004","tonnes","1274.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2003","tonnes","1450.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2002","tonnes","955.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2001","tonnes","1484.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","2000","tonnes","1319.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1999","tonnes","1295.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1998","tonnes","1724.00","Im"
"United Kingdom of Great Britain and Northern Ireland","Production","1997","tonnes","1800.00","F"
"United Kingdom of Great Britain and Northern Ireland","Production","1996","tonnes","1300.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1995","tonnes","1833.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1994","tonnes","1833.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1993","tonnes","1750.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1992","tonnes","2400.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1991","tonnes","1500.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1990","tonnes","1400.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1989","tonnes","2100.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1988","tonnes","600.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1987","tonnes","500.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1986","tonnes","800.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1985","tonnes","600.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1984","tonnes","700.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1983","tonnes","700.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1982","tonnes","700.00",""
"United Kingdom of Great Britain and Northern Ireland","Production","1981","tonnes","700.00",""
"United States of America","Production","2019","tonnes","2583429.00","Im"
"United States of America","Production","2018","tonnes","2384006.00","Im"
"United States of America","Production","2017","tonnes","2170462.00","Im"
"United States of America","Production","2016","tonnes","2720879.00","Im"
"United States of America","Production","2015","tonnes","3266630.00","Im"
"United States of America","Production","2014","tonnes","3300000.00","Im"
"United States of America","Production","2013","tonnes","3217000.00","F"
"United States of America","Production","2012","tonnes","2987000.00","F"
"United States of America","Production","2011","tonnes","2638000.00","F"
"United States of America","Production","2010","tonnes","2711000.00","F"
"United States of America","Production","2009","tonnes","2730000.00","F"
"United States of America","Production","2008","tonnes","2530000.00","F"
"United States of America","Production","2007","tonnes","2488000.00","F"
"United States of America","Production","2006","tonnes","2360000.00","F"
"United States of America","Production","2005","tonnes","2888000.00",""
"United States of America","Production","2004","tonnes","2466000.00",""
"United States of America","Production","2003","tonnes","2415000.00",""
"United States of America","Production","2002","tonnes","2286000.00",""
"United States of America","Production","2001","tonnes","2395000.00",""
"United States of America","Production","2000","tonnes","2487000.00",""
"United States of America","Production","1999","tonnes","2075000.00",""
"United States of America","Production","1998","tonnes","2050000.00",""
"United States of America","Production","1997","tonnes","2617600.00",""
"United States of America","Production","1996","tonnes","1887700.00",""
"United States of America","Production","1995","tonnes","1866800.00",""
"United States of America","Production","1994","tonnes","1755000.00",""
"United States of America","Production","1993","tonnes","1944100.00",""
"United States of America","Production","1992","tonnes","1521900.00",""
"United States of America","Production","1991","tonnes","1721800.00",""
"United States of America","Production","1990","tonnes","1844500.00",""
"United States of America","Production","1989","tonnes","1829000.00",""
"United States of America","Production","1988","tonnes","2011000.00",""
"United States of America","Production","1987","tonnes","1904000.00",""
"United States of America","Production","1986","tonnes","1927000.00",""
"United States of America","Production","1985","tonnes","1720000.00",""
"United States of America","Production","1984","tonnes","1665600.00",""
"United States of America","Production","1983","tonnes","1476000.00",""
"United States of America","Production","1982","tonnes","1950000.00",""
"United States of America","Production","1981","tonnes","1630000.00",""
"United States of America","Production","1980","tonnes","1800000.00",""
"United States of America","Production","1979","tonnes","1605000.00",""
"United States of America","Production","1978","tonnes","1616000.00",""
"United States of America","Production","1977","tonnes","1582700.00",""
"United States of America","Production","1976","tonnes","1436597.00",""
"United States of America","Production","1975","tonnes","1453457.00",""
"United States of America","Production","1974","tonnes","1424071.00",""
"United States of America","Production","1973","tonnes","1581337.00",""
"United States of America","Production","1972","tonnes","1204091.00",""
"United States of America","Production","1971","tonnes","1369915.00",""
"United States of America","Production","1970","tonnes","968776.00",""
"United States of America","Production","1969","tonnes","1022542.00",""
"United States of America","Production","1968","tonnes","811897.00",""
"United States of America","Production","1967","tonnes","780013.00",""
"United States of America","Production","1966","tonnes","733994.00",""
"United States of America","Production","1965","tonnes","830899.00",""
"United States of America","Production","1964","tonnes","730391.00",""
"United States of America","Production","1963","tonnes","734876.00",""
"United States of America","Production","1962","tonnes","695115.00",""
"United States of America","Production","1961","tonnes","641632.00",""
"Uruguay","Production","2019","tonnes","60486.00",""
"Uruguay","Production","2018","tonnes","74500.00",""
"Uruguay","Production","2017","tonnes","67278.00",""
"Uruguay","Production","2016","tonnes","76255.00",""
"Uruguay","Production","2015","tonnes","66450.00",""
"Uruguay","Production","2014","tonnes","68736.00",""
"Uruguay","Production","2013","tonnes","66656.00",""
"Uruguay","Production","2012","tonnes","99012.00",""
"Uruguay","Production","2011","tonnes","90125.00",""
"Uruguay","Production","2010","tonnes","76863.00",""
"Uruguay","Production","2009","tonnes","61784.00",""
"Uruguay","Production","2008","tonnes","79903.00",""
"Uruguay","Production","2007","tonnes","94041.00",""
"Uruguay","Production","2006","tonnes","93581.00",""
"Uruguay","Production","2005","tonnes","89201.00",""
"Uruguay","Production","2004","tonnes","112559.00",""
"Uruguay","Production","2003","tonnes","81814.00",""
"Uruguay","Production","2002","tonnes","71434.00",""
"Uruguay","Production","2001","tonnes","87310.00",""
"Uruguay","Production","2000","tonnes","90412.00",""
"Uruguay","Production","1999","tonnes","102000.00","F"
"Uruguay","Production","1998","tonnes","103000.00","F"
"Uruguay","Production","1997","tonnes","102845.00",""
"Uruguay","Production","1996","tonnes","95394.00",""
"Uruguay","Production","1995","tonnes","85182.00",""
"Uruguay","Production","1994","tonnes","70892.00",""
"Uruguay","Production","1993","tonnes","106970.00",""
"Uruguay","Production","1992","tonnes","80404.00",""
"Uruguay","Production","1991","tonnes","79556.00",""
"Uruguay","Production","1990","tonnes","94015.00",""
"Uruguay","Production","1989","tonnes","84695.00",""
"Uruguay","Production","1988","tonnes","106197.00",""
"Uruguay","Production","1987","tonnes","73500.00",""
"Uruguay","Production","1986","tonnes","71000.00",""
"Uruguay","Production","1985","tonnes","70600.00",""
"Uruguay","Production","1984","tonnes","66602.00",""
"Uruguay","Production","1983","tonnes","75131.00",""
"Uruguay","Production","1982","tonnes","83575.00",""
"Uruguay","Production","1981","tonnes","97148.00",""
"Uruguay","Production","1980","tonnes","57078.00",""
"Uruguay","Production","1979","tonnes","55000.00",""
"Uruguay","Production","1978","tonnes","47000.00",""
